EX_ac_LPAREN_e_RPAREN_,-1.35e-15
EX_co2_LPAREN_e_RPAREN_,-0.08097116381813067
EX_glc_LPAREN_e_RPAREN_,-0.23
EX_h_LPAREN_e_RPAREN_,0.2921942327636249
EX_h2o_LPAREN_e_RPAREN_,0.2112230689454972
EX_nh4_LPAREN_e_RPAREN_,-2.531405020847872e-16
EX_o2_LPAREN_e_RPAREN_,-0.06512595256368275
EX_pi_LPAREN_e_RPAREN_,-3.5271652396905363e-16
ABUTD,1.1003839255855364e-28
ACONTa,-1.8614095765810176e-12
ACONTb,-1.8614095765810176e-12
ACS,0.07696867329909267
ACt2rpp,1.35e-15
ACtex,1.35e-15
ADCL,-1.1185389291171613e-18
ADCS,-1.1185389291171613e-18
ADK1,0.08216152463705444
ADNCYC,-1.87e-32
AGMT,1.1003839255855364e-28
AKGDH,-1.06e-12
ALDD2y,0.07696867329722994
ALLTAMH,-4.215711059600043e-17
ALLTN,-4.215711059600043e-17
ARGDC,1.1003839255855364e-28
ASAD,-0.12438799468742853
ASPK,0.12438799468742853
ASPT,1.238670620317981e-13
ASPTA,-0.1243879946875524
AST,-1.1003839255855364e-28
ATPM,-0.0005159992
ATPS4rpp,1.89e-06
CCGS,1.1185389291171613e-18
CDGR,1.1185389291171613e-18
CDGS,1.1185389291171613e-18
CHRPL,1.1185389291171613e-18
CITL,1.861407995194239e-12
CO2tex,0.08097116381813067
CO2tpp,0.08097116381813067
CPH4S,1.1185389291171613e-18
CS,-1.58138677901017e-18
CYTBO3_4pp,0.1302519051273652
DADA,-1.9647525615583893e-16
DADK,1.9647525615583893e-16
DGK1,-0.005192851337961685
DHNPA2r,-1.1185389291171613e-18
DHPS2,-1.1185389291171613e-18
DNMPPA,-1.1185389291171613e-18
DNTPPA,-1.1185389291171613e-18
DRPA,0.005192851337961628
DURIPP,1.7763568394002506e-16
DUTPDP,1.7763568394002506e-16
EDA,-2.46950432506885e-23
EDD,3.2431786724783796e-17
ENO,0.4548076194999998
FBA,0.22480761950040065
FBP,-1.1e-24
FCLT,-1.1185389290138442e-18
FE3Ri,1.5431814555983849e-16
FESD1s,1.5487741502434542e-16
FESR,3.0975483004869083e-16
FRD2,-1.1185389291171613e-18
FTHFLi,0.12438799468742853
FUM,-1.73754251454922e-12
G3PSabcpp,-3.0814879110195767e-33
G6PDH2r,0.005191438822874519
GAPD,0.45480761950040044
GCALDD,-1.1185389291171613e-18
GHMT2r,-0.12438799468742853
GK1,0.005192851337961685
GLCptspp,0.23
GLCtex,0.23
GLNabcpp,-3.586153464933787e-18
GLUDy,-0.1243879946875524
GLUNpp,3.586153464933787e-18
GLUt2rpp,3.586153464933787e-18
GLXCL,-4.0054250478587336e-13
GLYAT,-0.052612172728160225
GLYC3Pt6pp,3.0814879110195767e-33
GLYCK,-4.0061966385865326e-13
GLYCTO3,-1.1185389291171613e-18
GND,0.005191438822874428
GPDDA3pp,3.0814879110195767e-33
GRTT,1.033171538433014e-28
GUAPRT,0.005192851337961685
H2Otex,-0.2112230689454972
H2Otpp,-0.2112230689454972
HBZOPT,1.1185389291171613e-18
HEMEOS,-1.1185389290138442e-18
HPPK2,-1.1185389291171613e-18
HSDy,-0.12438799468742853
HSK,0.12438799468742853
HXAND,-1.9647525615583893e-16
Htex,-0.2921942327636249
ICDHyr,-1.0599999999999997e-12
ICL,-8.01409576581018e-13
IPDPS,5.592694645689124e-18
MALS,-3.67842658796351e-16
MCITD,-2.1595067280425198e-29
MCITL2,-2.1595067280425198e-29
MCITS,-2.1595067280425198e-29
MDH,-0.10041962481430879
MDH2,-2.32986366758421e-16
ME1,-4.44e-16
ME2,0.10041962481257144
MICITDr,-2.1595067280425198e-29
MMCD,-2.1595067280425198e-29
MOX,1.9703452562034586e-16
MTHFC,-0.12438799468742853
MTHFD,-0.12438799468742853
NADH16pp,0.13025190513972684
NADH5,-1.05e-11
NADTRHD,-3.14128402467303e-08
NDPK1,0.005192851337961685
NDPK2,1.7763568394002506e-16
NDPK5,-0.005192851337961685
NDPK8,1.9647525615583893e-16
NH4tex,2.531405020847872e-16
NH4tpp,2.5591605964689486e-16
NTD6,-1.9647525615583893e-16
NTD8,0.005192851337961685
O2tex,0.06512595256368275
O2tpp,0.06512595256368275
OCTDPS,1.1185389291171613e-18
OPHBDC,1.1185389291171613e-18
OPHHX3,3.586153464933787e-18
PDE1,-1.87e-32
PDH,0.0330325407109829
PDX5POi,1.1003839255855362e-28
PFK,0.22480761950040065
PFL,0.12438799468742853
PGI,0.22480856117712567
PGK,-0.45480761950040044
PGL,0.005191438822874519
PGM,-0.4548076194999998
PIt2rpp,3.5271652396905363e-16
PItex,3.5271652396905363e-16
POR5,0.005192851337961666
PPC,-8.35e-20
PPCK,-0.2248076195
PPK2r,-1.1185389291171613e-18
PPKr,-0.08216152463705462
PPM2,0.005192851337961628
PPS,-9.42e-17
PRPPS,0.0051928513379618626
PTRCTA,1.1003839255855364e-28
PUNP4,0.005192851337961685
PUNP6,-1.9647525615583893e-16
PYK,-7.08856553815064e-19
RNTR1c2,-1.9647525615583893e-16
RNTR2c2,0.005192851337961685
RNTR4c2,1.7763568394002506e-16
RPE,-9.416767249774597e-07
RPI,-0.005192380499599345
SADH,-1.1003839255855364e-28
SERD_L,0.12438799468742853
SERt2rpp,3.0814879110195767e-33
SGDS,-1.1003839255855364e-28
SGSAD,-1.1003839255855364e-28
SOTA,-1.1003839255855364e-28
SSALy,1.1003839255855364e-28
SUCDi,-1.8614106951199472e-12
SUCOAS,1.0599999999999997e-12
TALA,-4.70838362465641e-07
THD2pp,0.3097807715825074
THRAi,0.07177582195926831
THRD,0.052612172728160225
THRS,0.12438799468742853
TKT1,-4.70838362465641e-07
TKT2,-4.708383624586927e-07
TPI,0.22480761950040065
TRSARr,-4.0054250478587336e-13
UGLYCH,-4.215711059600043e-17
UMPK,1.7763568394002506e-16
UPPRT,1.7763568394002506e-16
URIC,-4.215711059600043e-17
XAND,-4.215711059600043e-17
CIMA,0.2921942327636263
CitraSink,0.2921942327636263
