DM_4CRSOL,-1.773031717460035e-27
DM_5DRIB,0.0
DM_AACALD,0.0
DM_AMOB,-3.392859329938533e-21
DM_MTHTHF,-8.899911067436644e-18
DM_OXAM,0.0
Ec_biomass_iJO1366_WT_53p95M,0.0
Ec_biomass_iJO1366_core_53p95M,0.0
EX_12ppd_DASH_R_LPAREN_e_RPAREN_,0.0
EX_12ppd_DASH_S_LPAREN_e_RPAREN_,0.0
EX_14glucan_LPAREN_e_RPAREN_,0.0
EX_15dap_LPAREN_e_RPAREN_,0.0
EX_23camp_LPAREN_e_RPAREN_,0.0
EX_23ccmp_LPAREN_e_RPAREN_,0.0
EX_23cgmp_LPAREN_e_RPAREN_,0.0
EX_23cump_LPAREN_e_RPAREN_,0.0
EX_23dappa_LPAREN_e_RPAREN_,0.0
EX_26dap_DASH_M_LPAREN_e_RPAREN_,0.0
EX_2ddglcn_LPAREN_e_RPAREN_,0.0
EX_34dhpac_LPAREN_e_RPAREN_,0.0
EX_3amp_LPAREN_e_RPAREN_,0.0
EX_3cmp_LPAREN_e_RPAREN_,0.0
EX_3gmp_LPAREN_e_RPAREN_,0.0
EX_3hcinnm_LPAREN_e_RPAREN_,0.0
EX_3hpp_LPAREN_e_RPAREN_,0.0
EX_3hpppn_LPAREN_e_RPAREN_,0.0
EX_3ump_LPAREN_e_RPAREN_,0.0
EX_4abut_LPAREN_e_RPAREN_,0.0
EX_4hoxpacd_LPAREN_e_RPAREN_,0.0
EX_5dglcn_LPAREN_e_RPAREN_,0.0
EX_5mtr_LPAREN_e_RPAREN_,0.0
EX_LalaDglu_LPAREN_e_RPAREN_,0.0
EX_LalaDgluMdap_LPAREN_e_RPAREN_,0.0
EX_LalaDgluMdapDala_LPAREN_e_RPAREN_,0.0
EX_LalaLglu_LPAREN_e_RPAREN_,0.0
EX_ac_LPAREN_e_RPAREN_,-1.35e-15
EX_acac_LPAREN_e_RPAREN_,0.0
EX_acald_LPAREN_e_RPAREN_,0.0
EX_acgal_LPAREN_e_RPAREN_,0.0
EX_acgal1p_LPAREN_e_RPAREN_,0.0
EX_acgam_LPAREN_e_RPAREN_,0.0
EX_acgam1p_LPAREN_e_RPAREN_,0.0
EX_acmana_LPAREN_e_RPAREN_,0.0
EX_acmum_LPAREN_e_RPAREN_,0.0
EX_acnam_LPAREN_e_RPAREN_,0.0
EX_acolipa_LPAREN_e_RPAREN_,0.0
EX_acser_LPAREN_e_RPAREN_,0.0
EX_ade_LPAREN_e_RPAREN_,0.0
EX_adn_LPAREN_e_RPAREN_,0.0
EX_adocbl_LPAREN_e_RPAREN_,0.0
EX_ag_LPAREN_e_RPAREN_,0.0
EX_agm_LPAREN_e_RPAREN_,0.0
EX_akg_LPAREN_e_RPAREN_,0.0
EX_ala_DASH_B_LPAREN_e_RPAREN_,0.0
EX_ala_DASH_D_LPAREN_e_RPAREN_,0.0
EX_ala_DASH_L_LPAREN_e_RPAREN_,0.0
EX_alaala_LPAREN_e_RPAREN_,0.0
EX_all_DASH_D_LPAREN_e_RPAREN_,0.0
EX_alltn_LPAREN_e_RPAREN_,0.0
EX_amp_LPAREN_e_RPAREN_,0.0
EX_anhgm_LPAREN_e_RPAREN_,0.0
EX_arab_DASH_L_LPAREN_e_RPAREN_,0.0
EX_arbt_LPAREN_e_RPAREN_,0.0
EX_arbtn_LPAREN_e_RPAREN_,0.0
EX_arbtn_DASH_fe3_LPAREN_e_RPAREN_,0.0
EX_arg_DASH_L_LPAREN_e_RPAREN_,0.0
EX_ascb_DASH_L_LPAREN_e_RPAREN_,0.0
EX_asn_DASH_L_LPAREN_e_RPAREN_,0.0
EX_aso3_LPAREN_e_RPAREN_,0.0
EX_asp_DASH_L_LPAREN_e_RPAREN_,0.0
EX_btn_LPAREN_e_RPAREN_,0.0
EX_but_LPAREN_e_RPAREN_,0.0
EX_butso3_LPAREN_e_RPAREN_,0.0
EX_ca2_LPAREN_e_RPAREN_,-0.00010467940592207015
EX_cbi_LPAREN_e_RPAREN_,0.0
EX_cbl1_LPAREN_e_RPAREN_,-4.666147510749701e-06
EX_cd2_LPAREN_e_RPAREN_,0.0
EX_cgly_LPAREN_e_RPAREN_,0.0
EX_chol_LPAREN_e_RPAREN_,0.0
EX_chtbs_LPAREN_e_RPAREN_,0.0
EX_cit_LPAREN_e_RPAREN_,0.0
EX_cl_LPAREN_e_RPAREN_,-0.00010467940590757184
EX_cm_LPAREN_e_RPAREN_,0.0
EX_cmp_LPAREN_e_RPAREN_,0.0
EX_co2_LPAREN_e_RPAREN_,-0.8513398961470697
EX_cobalt2_LPAREN_e_RPAREN_,-5.027828813177999e-07
EX_colipa_LPAREN_e_RPAREN_,0.0
EX_colipap_LPAREN_e_RPAREN_,0.0
EX_cpgn_LPAREN_e_RPAREN_,0.0
EX_cpgn_DASH_un_LPAREN_e_RPAREN_,0.0
EX_crn_LPAREN_e_RPAREN_,0.0
EX_crn_DASH_D_LPAREN_e_RPAREN_,0.0
EX_csn_LPAREN_e_RPAREN_,0.0
EX_cu_LPAREN_e_RPAREN_,0.0
EX_cu2_LPAREN_e_RPAREN_,-1.4258923877848991e-05
EX_cyan_LPAREN_e_RPAREN_,0.0
EX_cynt_LPAREN_e_RPAREN_,0.0
EX_cys_DASH_D_LPAREN_e_RPAREN_,0.0
EX_cys_DASH_L_LPAREN_e_RPAREN_,0.0
EX_cytd_LPAREN_e_RPAREN_,0.0
EX_dad_DASH_2_LPAREN_e_RPAREN_,0.0
EX_damp_LPAREN_e_RPAREN_,0.0
EX_dca_LPAREN_e_RPAREN_,0.0
EX_dcmp_LPAREN_e_RPAREN_,0.0
EX_dcyt_LPAREN_e_RPAREN_,0.0
EX_ddca_LPAREN_e_RPAREN_,0.0
EX_dgmp_LPAREN_e_RPAREN_,0.0
EX_dgsn_LPAREN_e_RPAREN_,0.0
EX_dha_LPAREN_e_RPAREN_,0.0
EX_dimp_LPAREN_e_RPAREN_,0.0
EX_din_LPAREN_e_RPAREN_,0.0
EX_dms_LPAREN_e_RPAREN_,0.0
EX_dmso_LPAREN_e_RPAREN_,0.0
